,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
4503,john denver,"take me home, country roads",0,39q7xibBdRboeMKUbZEB6g,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
4505,ray stevens,misty,0,7uomyxZYl0CXHEgVphykOB,0.591,0.551,2,-13.72,1,0.0286,0.187,0.000652,0.0749,0.877,100.326,175933,4
4506,kenny rogers,the gambler,0,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.038,214880,4
4507,billie jo spears,blanket on the ground,0,7mTBUlWPquXPQzDg8yGLlJ,0.465,0.519,5,-11.819,1,0.0239,0.394,0.00156,0.204,0.881,86.6,215360,4
4509,"hank williams, jr.",family tradition,0,73ZTWCuwudUVvvWipRnQnQ,0.66,0.523,4,-12.068,1,0.0608,0.0238,0.0,0.142,0.794,126.342,242960,4
4510,donna fargo,funny face - single version,0,27145diX1C7BE6m6FzONqb,0.541,0.249,2,-13.125,1,0.0339,0.813,5.59e-05,0.159,0.437,96.802,166360,3
4511,jean shepard,slippin' away,0,6S2yygif19aG4J0tLET53g,0.737,0.483,5,-8.389,1,0.0281,0.811,2.17e-06,0.196,0.802,113.365,149800,4
4512,tom t. hall,i love,0,5fTwUw09NNgCIOkEKu3bGB,0.531,0.198,4,-17.377,1,0.0286,0.782,0.0383,0.175,0.582,91.929,126667,4
4513,johnny paycheck,slide off of your satin sheets,0,41JQTDa8BoAFkDluhaOip6,0.732,0.509,10,-9.278,1,0.0318,0.526,0.00162,0.0758,0.63,109.253,174400,4
4514,roy clark,thank god and greyhound,0,6OXUj5OZ7jzun2FZLoGXcH,0.464,0.359,10,-12.938,1,0.029,0.563,0.0,0.0814,0.603,88.221,155760,3
4515,dolly parton,coat of many colors,0,1l2Xmg54EUr3TDzNIaCr1z,0.624,0.257,5,-13.341,1,0.0444,0.93,7.56e-05,0.138,0.681,85.617,183667,4
4516,george jones,her name is...,0,6v3ozeTaUGr5Wwmya1Xhg0,0.565,0.336,7,-16.387,1,0.0319,0.307,0.0,0.0949,0.796,82.294,138800,4
4517,tammy wynette,good lovin' (makes it right),0,6J1BGG6474yJQf2ubM1KFI,0.669,0.357,5,-12.176,1,0.0338,0.726,0.0,0.113,0.77,86.147,150147,4
4518,conway twitty,linda on my mind - single version,0,5XQNHPWRiicpHvDfDIy98V,0.363,0.255,9,-12.442,1,0.0313,0.735,5e-05,0.0978,0.539,154.725,159800,3
4520,dottie west,last time i saw him,0,0AAcFvPioR2T5es7zCMAsT,0.554,0.665,2,-8.413,1,0.0329,0.296,0.000195,0.583,0.35,88.847,182933,4
4521,the oak ridge boys,come on in (you did the best you could do),0,1MAQPqp6ksh3KqiGFQhuMi,0.499,0.636,7,-13.724,1,0.0543,0.16,0.000231,0.0765,0.948,189.374,177733,4
4522,ronnie milsap,daydreams about night things,0,1PTngmREtR0P0YMLdqVWBj,0.631,0.54,2,-8.983,1,0.0322,0.542,0.0,0.115,0.934,138.8,142773,4
4523,willie nelson,whiskey river - live,0,0EHDEzu14gcx4Z3hOYVpTn,0.509,0.718,7,-8.637,1,0.033,0.341,0.0176,0.0948,0.764,99.795,211547,4
4524,merle haggard,the fightin' side of me,0,7tvnZH4Db2zylKHo7ojKH1,0.754,0.497,4,-11.14,1,0.039,0.368,0.0,0.193,0.789,95.502,169347,4
4525,faron young,it's four in the morning - single version,0,5574tjBP659l9EZY0ry0cC,0.467,0.332,9,-13.653,1,0.0299,0.561,7.58e-06,0.342,0.548,126.642,181027,3
4526,waylon jennings,the wurlitzer prize (i don't want to get over you),0,39vRhTRqO7qQggd8aID96o,0.597,0.346,7,-12.679,1,0.0399,0.861,0.00309,0.13,0.499,118.704,128253,4
4527,the charlie daniels band,the devil went down to georgia,0,6gRACp2CvsIhc7hyw8CecQ,0.517,0.535,0,-12.027,1,0.0494,0.131,0.0,0.085,0.933,135.087,215067,4
4528,ronnie milsap,what goes on when the sun goes down,0,7nfsBU6mA8MzSUCwFbSQBi,0.678,0.552,5,-7.924,1,0.0301,0.683,0.0,0.104,0.911,132.988,171693,4
4529,merle haggard,it's not love (but it's not bad),0,7hxJo1SVlgaluuJm453Yt1,0.659,0.281,7,-13.564,1,0.0268,0.189,0.0,0.112,0.518,108.287,201387,4
4530,george jones,bartender's blues,0,2drm1M5NsCAJ2kgNcz1SiT,0.572,0.267,9,-13.272,1,0.0299,0.863,0.00172,0.105,0.321,86.203,225973,3
4531,conway twitty,you've never been this far before,0,2aqHQzbPcrMl6m37ndVHOQ,0.705,0.397,10,-11.775,1,0.0343,0.679,0.0,0.106,0.684,133.355,190000,4
4532,waylon jennings,suspicious minds (with jessi colter),0,6Q4cKezP1FyWYoGt0PMCQm,0.593,0.596,2,-11.24,1,0.0598,0.539,5.39e-05,0.112,0.765,120.468,238027,4
4533,tom t. hall,the year that clayton delaney died,0,1sfXFEpGVK5s5i8eHEtNPj,0.628,0.433,1,-10.876,1,0.029,0.686,4.93e-06,0.0932,0.858,133.088,164720,1
4534,merle haggard,if we're not back in love by monday,0,3jghFUSMqVsvbIqxW6VIdM,0.696,0.193,3,-16.637,0,0.0299,0.813,1.34e-05,0.103,0.701,76.55,196000,4
4535,mickey gilley,the power of positive drinkin',0,22CngS28FQLN8jiUhGgfNV,0.535,0.912,5,-8.18,1,0.0573,0.629,0.00263,0.216,0.906,181.036,145253,4
4536,jeanne pruett,satin sheets,0,1xDm4Oo1aY0yXtrnYUAAUb,0.568,0.253,2,-13.607,1,0.0261,0.765,0.0,0.0696,0.366,99.082,202733,4
4537,johnny rodriguez,love put a song in my heart,0,7i2I4HLoi4NgQAARBjjvNV,0.667,0.414,9,-9.485,1,0.0334,0.829,0.0,0.0987,0.767,118.761,164667,4
4538,waylon jennings,good hearted woman,0,3CqLvQ9fPOLtLIKb7r5ti6,0.41,0.568,2,-11.673,1,0.0346,0.387,0.102,0.389,0.644,103.026,178733,4
4539,john conlee,backside of thirty,0,5z7jt7UnqQOhiGOUbajw1V,0.65,0.422,7,-14.579,1,0.0271,0.414,0.0,0.223,0.699,92.907,153867,3
4540,sammi smith,help me make it through the night,0,2XWmbwp9FBAaFcSE9BLQzc,0.559,0.35,8,-12.01,1,0.0245,0.605,0.000443,0.102,0.413,78.035,155533,4
4541,charley pride,kiss an angel good mornin',0,37GWhu8R61gTStMvVQfDuE,0.665,0.512,4,-10.704,1,0.03,0.581,0.0,0.371,0.87,130.578,123467,4
4542,shelly west,jose cuervo,0,5i3m1HZBzurdMu9zzjBY7r,0.697,0.588,7,-9.416,1,0.0759,0.305,0.0,0.117,0.816,115.339,162840,4
4543,george strait,fool hearted memory,0,4zhSO5tu9NduAaq7KxhHhS,0.623,0.397,10,-14.483,1,0.0292,0.319,0.0,0.26,0.644,88.822,159493,4
4544,randy travis,i told you so,0,6QUEB3DDAD7oJhbIZF2v4Y,0.615,0.347,9,-9.596,1,0.0259,0.182,0.0,0.125,0.273,78.994,219507,4
4545,the oak ridge boys,elvira,0,0mG66FLhO0iZ6XCAGdjpax,0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,225627,4
4546,exile,woke up in love,0,0t2EyDBuMiQ3iHi3rXrFtR,0.611,0.616,9,-10.749,1,0.063,0.17,0.000189,0.611,0.853,168.876,186707,4
4547,alabama,my home's in alabama - live,0,63fI8hzSrsXNGl0CMju2DW,0.366,0.479,7,-9.774,1,0.0438,0.276,0.0114,0.136,0.397,80.842,386027,4
4548,t.g. sheppard,war is hell - re-recorded,0,2QaKxNtOx8bT7Q8ogqB7P6,0.613,0.453,5,-13.595,1,0.0593,0.457,0.0,0.111,0.772,170.132,203238,4
4549,the forester sisters,mama's never seen those eyes,0,2CpnNgpSYSjwkyXAJqHSnP,0.592,0.469,8,-12.276,1,0.0268,0.0872,0.0,0.0605,0.88,144.152,170147,4
4550,the bellamy brothers,dancin' cowboys,0,1ztNteyBB7343jzssoZqJW,0.745,0.411,2,-16.298,1,0.0404,0.00143,0.000329,0.0757,0.853,120.833,199667,4
4551,deborah allen,baby i lied,0,5KqGrafc3paz7bNPju5Ne9,0.63,0.478,11,-10.589,1,0.0275,0.318,6.49e-05,0.0942,0.279,92.491,250120,4
4552,the oak ridge boys,american made,0,1wtcyTExLF8nZu9ZphHIl1,0.696,0.527,8,-14.275,1,0.0329,0.108,0.000897,0.0377,0.974,128.962,159867,4
4553,gene watson,fourteen carat mind,0,2RB2xSlVoMRhINO0SruNIx,0.539,0.485,5,-15.072,1,0.0341,0.141,0.0,0.181,0.94,188.884,159507,3
4554,michael martin murphey,what's forever for?,0,5j2yIrnbgDW51GM95ZjqDj,0.551,0.214,0,-16.631,0,0.0282,0.47,0.0,0.141,0.294,75.268,171907,4
4555,"hank williams, jr.",old habits,0,0SW6NfA6MTCC6OWNt6SAkV,0.614,0.381,4,-14.628,1,0.0441,0.244,4.12e-05,0.0917,0.504,145.056,199667,4
4556,clint black,killin' time,0,4H2TRR9FjnnIwxGnIt9stO,0.714,0.522,7,-9.773,1,0.0283,0.455,1.02e-05,0.0967,0.69,121.312,168000,4
4557,the bellamy brothers,old hippie,0,5fv9qtXwNV6Xx3P9bRed5i,0.691,0.497,11,-13.248,1,0.0473,0.038,5.94e-06,0.0859,0.701,103.893,247040,4
4559,carol hall,hard candy christmas,0,6O8eWrO3EgoqDsBUqDSHID,0.524,0.108,1,-18.875,1,0.0296,0.861,2.19e-05,0.118,0.169,99.981,235693,4
4560,sylvia,nobody,0,1IyktkUQ3ktjlc6eDXG967,0.764,0.448,0,-12.371,1,0.0336,0.249,0.0,0.107,0.868,124.226,199200,4
4561,eddy raven,i got mexico,0,0BM8wPzuihqUE561Poj2b7,0.82,0.529,6,-10.08,0,0.0385,0.366,0.0,0.09,0.853,112.114,146467,4
4562,merle haggard,"twinkle, twinkle lucky star",0,5lxDdFXillBqYvKe9gsYT1,0.659,0.34,4,-14.976,1,0.035,0.841,0.000598,0.222,0.694,81.64,203600,4
4563,john anderson,swingin',0,5aujdHHMn6WBzxFiCyqCJb,0.652,0.722,9,-10.678,1,0.0326,0.0649,0.0,0.166,0.727,110.751,179160,4
4564,t.g. sheppard,i loved 'em every one,0,4td6tN1J2QlESZyUhlD77m,0.66,0.688,4,-12.563,0,0.0304,0.216,0.0016,0.0685,0.718,87.126,220427,4
4565,dan seals,everything that glitters (is not gold),0,6NaQDBNUP6LcsZklHizAki,0.654,0.259,4,-16.728,1,0.0304,0.726,0.0,0.0541,0.466,112.1,292627,4
4567,earl thomas conley,what i'd say,0,6qdaMyeAxixEtIiI1Wqr4l,0.67,0.265,6,-12.741,1,0.0289,0.717,1.06e-06,0.102,0.255,117.799,232773,4
4568,the forester sisters,[that's what you do] when you're in love,0,0zd4IzrpBnA1giNE6KkYby,0.574,0.47,10,-13.137,1,0.0356,0.277,0.0,0.061,0.937,160.821,184947,4
4570,george strait,does fort worth ever cross your mind,0,5CwZU4BVFX0dyqG1gKfHHr,0.664,0.601,2,-13.379,1,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,154360,4
4571,alabama,when we make love,0,0GvY6UcFIiAt1PkuFCIhJR,0.481,0.0758,7,-23.435,1,0.0433,0.649,0.0,0.0859,0.14,71.892,216373,4
4573,steve earle,guitar town,0,62ZRHYSOIT9WeZnz18kTHS,0.661,0.496,7,-15.53,1,0.0357,0.229,0.0,0.0753,0.948,165.549,155267,4
4574,the judds,grandpa (tell me 'bout the good old days),0,1KNNTdw7SzJ90p6RXq4kGE,0.565,0.456,4,-8.124,1,0.031,0.426,8.08e-06,0.0612,0.588,201.644,254640,4
4575,rosanne cash,blue moon with heartache,0,4TDX7TaAUcdb7Emfgh5Vif,0.557,0.187,11,-15.762,1,0.0285,0.723,0.000102,0.112,0.147,97.436,266667,4
4576,sawyer brown,used to blue,0,7AMGbqnwhckUyr7Kg3ytQm,0.434,0.336,5,-12.828,1,0.0382,0.652,0.0,0.123,0.475,62.205,200067,4
4577,george strait,all my ex's live in texas,0,7k1Xm1wy00hCKJDYJL5p1n,0.764,0.333,9,-15.921,1,0.0308,0.217,1.02e-05,0.11,0.738,130.541,200827,4
4578,george jones,who's gonna fill their shoes,0,4wDpjRQOvOHXE9AtNWpdVQ,0.441,0.262,4,-13.435,1,0.0301,0.672,0.0,0.133,0.317,138.327,195133,4
4579,earl thomas conley,we believe in happy endings,0,7sEmUltyPUy9v2Of7Whzpy,0.594,0.321,5,-11.886,1,0.0234,0.565,0.0,0.0913,0.31,91.203,215667,4
4580,dwight yoakam,streets of bakersfield,0,5B7f2auRhwkl5OjC2bQ58f,0.74,0.703,9,-11.87,1,0.0576,0.0399,5.69e-06,0.0378,0.816,106.878,168213,4
4581,merle haggard,pancho and lefty,0,2hckAvL66faAcR0Fk64hj6,0.693,0.454,2,-12.44,1,0.0332,0.796,0.000154,0.143,0.54,122.641,287627,4
4582,juice newton,the sweetest thing (i've ever known),0,3EFgVWb1TAYP3CF17BB4fU,0.38,0.228,7,-14.373,1,0.0261,0.602,0.0,0.154,0.181,77.177,248133,4
4583,ronnie milsap,why don't you spend the night,0,3O5WcJapaaqnIiQZWpryDU,0.62,0.537,2,-10.552,1,0.0308,0.492,7.61e-05,0.115,0.518,113.842,253067,4
4584,gene watson,got no reason now for goin' home,0,0suqXVpX1uJpSrmaDOnxwx,0.595,0.47,7,-12.938,1,0.03,0.227,0.0,0.334,0.935,157.207,164000,4
4586,t.g. sheppard,finally,0,3PXQ2eDbT2yvMLZERfZT6a,0.525,0.452,8,-12.955,1,0.0367,0.539,1.69e-05,0.201,0.349,117.939,228867,4
4587,the judds,love is alive,0,2cD3pqgT9Yn4GUcGflMYdk,0.698,0.381,4,-11.281,1,0.0291,0.233,8.51e-06,0.106,0.365,86.302,238507,4
4588,merle haggard,i think i'll just stay here and drink,0,3lX7epJ9xWICkf1YauHYgM,0.604,0.653,9,-12.703,1,0.0355,0.194,0.125,0.0442,0.935,171.968,271160,4
4589,ronnie mcdowell,wandering eyes - re-recorded in stereo,0,0y6Q2VBjyEbcfQcQHVRLu6,0.48,0.633,7,-9.09,1,0.135,0.606,0.0,0.323,0.887,186.113,174533,4
4590,rosanne cash,seven year ache,0,2bYp7DYfjXULM24FUh9Z3Q,0.747,0.568,9,-8.651,0,0.0319,0.475,0.000165,0.127,0.684,121.615,194853,4
4591,dolly parton,why'd you come in here lookin' like that,0,5oheUEVCpJllnImTs5nNiS,0.615,0.759,4,-7.722,1,0.045,0.693,0.0,0.0848,0.96,175.249,152507,4
4592,reba mcentire,i'm not that lonely yet,0,7nE0zEsE8MIYCkoV5W7LcJ,0.574,0.159,5,-16.81,1,0.0276,0.886,0.0,0.216,0.253,83.953,165427,3
4593,willie nelson,seven spanish angels,0,51EKPuV1uAWryjNMqZLtgJ,0.549,0.287,5,-13.135,1,0.0362,0.373,0.0,0.115,0.382,132.439,231027,4
4594,gary morris,the wind beneath my wings,0,42reAVnw5XcT6DIuWopJ5H,0.446,0.202,7,-11.495,1,0.0282,0.9,0.000738,0.115,0.0694,91.003,281533,4
4595,exile,crazy for your love,0,13p0TeLG8v8x11RUIInwAL,0.794,0.273,8,-17.335,1,0.0315,0.434,7.76e-06,0.218,0.741,110.912,205733,4
4596,randy travis,on the other hand,0,1S4fpfX2u0hzFD9vb6FEB6,0.523,0.501,1,-9.276,1,0.0366,0.459,0.0,0.0818,0.391,158.179,201267,4
4597,merle haggard,my favorite memory,0,7FsM2MPjPCdgYld4NsvO0f,0.452,0.158,2,-14.317,1,0.0358,0.874,0.000527,0.0846,0.134,129.822,185573,3
4598,conway twitty,tight fittin' jeans,0,5sRLBlFHRFk3LerdiGs4Z6,0.731,0.491,5,-13.951,1,0.0344,0.139,2.17e-06,0.0786,0.891,102.211,171067,4
4599,reba mcentire,today all over again,0,0bpb5rfx6wzjiwOzArdYgx,0.579,0.181,7,-17.822,1,0.0281,0.577,0.0,0.109,0.415,87.221,196667,3
4600,shenandoah,sunday in the south,0,4txNtoBnQ3OgazfeTS8iGP,0.615,0.335,7,-12.372,1,0.0251,0.697,0.0,0.122,0.441,90.956,241027,4
4601,janie fricke,down to my last broken heart,0,1fBgjc9YpUODj6PSgMhppj,0.673,0.227,4,-15.344,1,0.0299,0.465,0.0,0.41,0.875,131.185,148267,4
4602,dolly parton,real love,0,6cmv1w0ezmtjT1V61PG3lk,0.437,0.476,7,-10.545,1,0.0334,0.183,0.0,0.0419,0.846,200.469,233693,4
4603,merle haggard,are the good times really over (i wish a buck was still silver),0,7tSZJ9iI3634Sqtd6Uvl49,0.616,0.217,0,-15.439,1,0.0335,0.808,0.000109,0.122,0.141,130.613,253293,3
4604,george strait,the cowboy rides away,0,7hU1CsIXvplis81SZJ6ESE,0.686,0.332,7,-16.984,1,0.0268,0.0558,0.00142,0.368,0.64,109.067,202307,4
4605,vern gosdin,i can tell by the way you dance,0,6m7HjxgVcktBJIwOBG8r4F,0.755,0.593,4,-11.093,1,0.0295,0.0972,0.0,0.13,0.919,109.812,161493,4
4606,dan seals,my baby's got good timing,0,4F2JyLPNoCIUshjktmHxCN,0.771,0.68,8,-6.623,1,0.0293,0.0358,0.0,0.0563,0.953,114.166,209439,4
4607,george jones,the one i loved back then (the corvette song),0,0mTrLQcF52qv0D6vO84oSy,0.636,0.479,2,-11.555,1,0.0812,0.519,0.0,0.408,0.935,159.433,149333,4
4608,reba mcentire,one promise too late,0,6BtBykwKhMjp4XDGc1ll1B,0.644,0.304,0,-15.664,1,0.0363,0.449,0.0,0.715,0.68,79.099,205867,4
4609,willie nelson,highwayman,0,6uvT4Di9ZRBw5cbexZJDts,0.675,0.448,11,-13.175,0,0.0389,0.541,0.0135,0.126,0.441,101.344,182973,4
4610,keith whitley,when you say nothing at all,0,1G60o2g78glgxC0No8SsvQ,0.666,0.296,3,-15.412,1,0.0247,0.691,3.73e-06,0.0552,0.392,80.006,223733,4
4611,john conlee,common man,0,7qYQBg8ljLvLfWPOajfo6u,0.792,0.605,7,-8.008,1,0.0462,0.546,0.0,0.0439,0.899,128.789,163107,4
4612,t. graham brown,i tell it like it used to be,0,5wsa5z6Vfq0gjaC32X4hAG,0.73,0.49,2,-10.613,1,0.0369,0.358,0.0,0.0219,0.564,88.944,180867,4
4613,don williams,i believe in you,0,1PpbrbgsXRXeKw1GnZMEv7,0.512,0.212,7,-21.426,1,0.0483,0.88,0.00573,0.115,0.51,117.756,246440,3
4614,alabama,take me down,0,0jVrsPePGkiwvKgJO9a8Qk,0.751,0.286,0,-13.237,1,0.0634,0.166,4.57e-05,0.0493,0.517,94.021,225907,4
4615,ricky skaggs,heartbroke,0,79gYsiFPJ8x6ofr656fVIP,0.555,0.562,2,-10.713,1,0.0388,0.068,0.0,0.21,0.853,192.981,194160,4
4616,terri gibbs,somebody's knockin',0,4XZzz3KpYL7TSzRmSaIuiE,0.701,0.511,11,-10.774,0,0.0294,0.277,2.81e-06,0.0877,0.722,94.987,181667,4
4617,randy travis,diggin' up bones,0,6JdbV5DDltMVCyV0twmKwj,0.708,0.577,0,-8.229,1,0.0261,0.377,0.0,0.0718,0.836,85.667,178973,4
4618,dolly parton,tennessee homesick blues,0,1LGejFf74Lo2t4TCXj2iZp,0.515,0.736,0,-8.231,1,0.043,0.221,0.0,0.303,0.908,166.187,203373,4
4619,juice newton,queen of hearts,0,6xBUWSz8INNHO6wFYuPtQl,0.669,0.779,2,-11.522,1,0.0533,0.211,8.98e-05,0.132,0.975,169.478,206867,4
4620,vern gosdin,"dim lights, thick smoke (and loud, loud music)",0,06ziqwxm8aiNcxr3f5FBHl,0.58,0.374,4,-15.178,1,0.0317,0.652,0.0,0.221,0.596,142.369,209867,4
4621,alabama,dixieland delight,0,1hh3iFX5vVsiD9LMwUlQeh,0.464,0.405,7,-12.538,1,0.033,0.208,1.1e-05,0.0611,0.514,95.852,236427,4
4622,waylon jennings,i ain't living long like this,0,0NBKvnJAAG865ENj9bOhvD,0.622,0.749,9,-10.201,1,0.0301,0.178,0.603,0.111,0.78,145.018,286120,4
4624,kathy mattea,eighteen wheels and a dozen roses,0,6EGRx5TVuHAsmy3JKb8SRC,0.647,0.6,8,-13.625,1,0.0261,0.0684,0.000112,0.0738,0.961,139.274,203400,4
4625,k.t. oslin,do ya',0,4uhDXoLPOR60UWIQNfdJjk,0.647,0.233,7,-13.15,1,0.0361,0.424,0.00142,0.0914,0.403,165.928,245733,4
4626,shenandoah,two dozen roses,0,0e05wFNr6zg1ULcp4NKs1p,0.687,0.648,4,-9.137,1,0.027,0.314,1.37e-06,0.289,0.6,121.341,204333,4
4627,exile,i don't want to be a memory,0,3gk22PvYKPnuwfWqg2sFYd,0.848,0.547,5,-12.018,1,0.0305,0.269,7.41e-05,0.0432,0.892,117.389,209947,4
4628,alabama,lady down on love,0,1KzxCdjKTNAm7xaN4l3aT9,0.348,0.0834,5,-16.06,1,0.0299,0.849,6.12e-06,0.123,0.138,82.98,237227,4
4629,earl thomas conley,holding her and loving you,0,3bQt4ZM4WM4NDgulry4fTn,0.64,0.317,7,-14.229,1,0.0307,0.605,5.14e-06,0.118,0.3,125.935,190653,4
4630,ronnie milsap,prisoner of the highway,0,0waChYPfitPtFhFRFxtv50,0.733,0.636,0,-7.835,1,0.0264,0.22,5.95e-06,0.0753,0.868,92.531,253133,4
4631,t.g. sheppard,only one you,0,36V6Cb9DjnxlVNqqgD5piw,0.813,0.62,4,-12.454,0,0.0274,0.49,0.186,0.0636,0.97,95.274,202227,4
4632,dolly parton,old flames can't hold a candle to you,0,0u1mi4pYlXkx0rxgCbtyqv,0.555,0.196,2,-13.381,1,0.0288,0.405,6.49e-06,0.112,0.272,137.092,203027,3
4633,don williams,"lord, i hope this day is good - single version",0,7ySh3j4kcq2mtxfjshPJSG,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,249907,4
4634,george jones,same ole me,0,4yXvztnOOlSspO4W3MIsdd,0.724,0.288,7,-13.873,1,0.0296,0.634,9.03e-06,0.144,0.403,109.431,170733,4
4635,sawyer brown,step that step,0,4p0WEALPRSImOlp0glMiDM,0.61,0.518,4,-15.036,1,0.0288,0.262,0.0,0.0766,0.897,97.707,168240,4
4636,david frizzell,i'm gonna hire a wino to decorate our home,0,7uibDEY8qNGyL3NXfkAaQc,0.702,0.472,7,-12.387,1,0.128,0.346,0.0,0.269,0.812,81.245,238973,4
4637,ronnie milsap,(there's) no gettin' over me,0,2bRnP6FjtlASGsDtcgRVuI,0.595,0.447,1,-10.342,0,0.0323,0.627,0.000586,0.3,0.787,200.528,199680,4
4638,george strait,the fireman,0,5CwZU4BVFX0dyqG1gKfHHr,0.664,0.601,2,-13.379,1,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,154360,4
4639,ricky skaggs,highway 40 blues,0,58hXpQTyQLiskPd5XiLzFQ,0.653,0.657,4,-11.966,1,0.0316,0.0582,0.00139,0.349,0.96,117.972,188893,4
4640,eddie rabbitt,you and i,0,7sWlOFUnQShNdxgk1B0TuW,0.377,0.326,5,-12.515,1,0.0292,0.249,0.000686,0.111,0.222,163.741,241040,4
4641,david lee murphy,party crowd,0,57IEs29xqMQaAkjQ8iQuI0,0.758,0.655,7,-11.661,1,0.0292,0.0379,0.0,0.0795,0.767,127.141,198440,4
4642,brooks & dunn,my maria,0,09qzRI951OVkXGCc33gzcT,0.673,0.842,3,-4.627,1,0.0365,0.06,0.000257,0.184,0.897,125.571,207772,4
4643,tracy byrd,i'm from the country - single version,0,5Lwc3DTWzX6JaW2x2PZezt,0.687,0.898,2,-3.93,1,0.042,0.206,0.0,0.284,0.952,129.542,213973,4
4644,neal mccoy,the shake,0,2KZXnN63ae6G6Cai2NhPkG,0.677,0.892,9,-5.709,1,0.0527,0.0755,6.6e-06,0.202,0.898,145.921,213333,4
4645,john anderson,straight tequila night,0,5pd09tZmcXpyaXcuzs1p7J,0.638,0.661,9,-10.134,1,0.0341,0.137,0.0,0.245,0.464,109.268,172756,4
4646,george strait,if i know me,0,4QRUkpv3q9NCb0x7jw0d3d,0.549,0.352,4,-11.217,1,0.0271,0.646,0.00014,0.104,0.153,134.374,161800,4
4647,john michael montgomery,sold (the grundy county auction incident),0,0NLBwQBYJhEM9t3KAMPFVR,0.771,0.848,2,-7.365,1,0.035,0.108,0.0,0.35,0.803,115.642,152187,4
4648,clay walker,then what?,0,7Ihl2uNgZmwaOyp9KRHGsA,0.564,0.806,4,-8.227,1,0.063,0.169,0.0,0.0663,0.633,176.405,183707,4
4649,joe diffie,bigger than the beatles,0,1pJKAxSNxqM8R653BL8oiH,0.716,0.84,7,-6.21,1,0.0325,0.182,0.0,0.0413,0.635,119.631,235440,4
4650,tracy lawrence,time marches on,0,2TIEeLrOQrGnO2D2OeDDJu,0.856,0.517,6,-9.232,0,0.0293,0.563,0.000164,0.144,0.479,118.399,185360,4
4651,kenny chesney,she's got it all,0,4l8u5h7OjkZo2UmyUoeKYJ,0.709,0.811,7,-6.603,1,0.0323,0.093,1.08e-05,0.1,0.735,132.728,205093,4
4652,mindy mccready,guys do it all the time,0,0uZRJmWi1TH3wrAN7hAbyF,0.551,0.794,0,-5.995,1,0.0341,0.0594,2.01e-05,0.231,0.587,165.813,191800,4
4653,chely wright,single white female,0,3rDYYPicaQbT2rcpdfqQF9,0.543,0.658,6,-8.091,1,0.0298,0.351,1.01e-06,0.0512,0.874,178.075,197880,4
4654,the tractors,baby likes to rock it,0,2kQtKFkPMdL5Jf7xk4T9SI,0.573,0.946,5,-6.178,1,0.0369,0.165,0.00028,0.13,0.964,79.966,236467,4
4655,toby keith,wish i didn't know now,0,2ycrsWMQXAtp7h2HkT60RV,0.753,0.866,7,-3.777,1,0.0392,0.521,1.04e-06,0.332,0.848,117.106,207640,4
4656,travis tritt,here's a quarter [call someone who cares],0,0RdMBceHhBJLqNjObk1NPP,0.654,0.537,7,-8.067,1,0.0257,0.196,0.0,0.119,0.597,112.437,152640,3
4657,trisha yearwood,xxx's and ooo's (an american girl),0,08c3wmdjKSjxTJY9cHSts7,0.711,0.642,0,-8.909,1,0.0319,0.176,0.0,0.0814,0.762,125.831,167907,4
4658,trace adkins,every light in the house,0,2A7j0RLnzvvlUFrevBiOQf,0.637,0.472,5,-7.295,1,0.0271,0.539,0.0,0.446,0.349,129.236,179600,4
4659,tracy lawrence,sticks and stones,0,5qqA8yKkea4fP0fPVpYCbE,0.644,0.667,7,-5.741,1,0.0306,0.597,0.0,0.12,0.412,125.86,216707,4
4660,reba mcentire,the night the lights went out in georgia,0,2MiXC2LfpsoeUP5RvMGEQ3,0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,257267,4
4661,faith hill,it matters to me,0,3rXdABev6vQtBCElztIl7m,0.613,0.355,6,-8.218,1,0.0247,0.567,0.0,0.0909,0.129,135.622,197667,4
4662,mary chapin carpenter,down at the twist and shout,0,3NAIYVVGbZrw8yxXxByW8z,0.572,0.953,9,-4.355,1,0.0625,0.452,0.0,0.0313,0.972,192.304,201147,4
4663,deana carter,strawberry wine,0,3ODF56f90W3qxDqxHAUi3v,0.558,0.435,1,-6.812,1,0.0264,0.302,0.0,0.0351,0.199,122.385,290467,3
4664,trisha yearwood,she's in love with the boy,0,2ulBBx6YQ3qY3ci34RadtN,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,248200,4
4665,clint black,put yourself in my shoes,0,2mqsQP9IIDbMIt6FGFkAEA,0.737,0.41,9,-11.088,1,0.0353,0.58,0.0,0.25,0.397,104.647,193093,4
